district,type,address,land_size,purpose,date,pen,level,floor_num,build_state,use,material,complete_yr,total_size,room,hall,health,compartmented,manage,furniture,PRICE,unit_PRICE,berth,berth_size,berth_price,note,serial_num,lat,lng
中山區,建物,臺北市中山區中山北路二段77巷1~30號,0.0,商,1031030,土地0建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981027.0,78.65,2,1,1,有,有,有,50000,636.0,,0.0,0,,RPOOMLOJJIJFFCA07CC,25.0576603,121.5230347
中山區,建物,臺北市中山區建國北路一段31~60號,0.0,商,1031030,土地0建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913.0,72.3,1,1,1,有,有,有,40000,553.0,,0.0,0,,RPPOMLOJJIJFFCA17CC,25.0478385,121.5393649
中山區,建物,臺北市中山區天津街31~60號,0.0,商,1031031,土地0建物1車位0,一層,9.0,店面(店鋪),商業用,鋼筋混凝土造,670116.0,33.88,0,0,0,無,無,無,34091,1006.0,,0.0,0,,RPROMLOJJIJFFCA37CC,25.0487508,121.5227075
中山區,建物,臺北市中山區松江路361~390號,0.0,住,1031030,土地0建物1車位0,九層,12.0,辦公商業大樓,住家用,鋼筋混凝土造,710707.0,452.68,5,0,0,有,有,有,130000,287.0,,0.0,0,,RPPPMLOJJIJFFCA27CC,25.0636359,121.533545
中山區,建物,臺北市中山區長安東路二段151~180號,0.0,商,1031006,土地0建物1車位0,十二層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,900326.0,72.42,2,1,1,有,有,有,35000,483.0,,0.0,0,2房中含1和室，租金內含大樓管理費,RPRPMLOJJIJFFCA47CC,25.0483536,121.5387141
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,住,1031008,土地0建物1車位0,十二層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,980916.0,208.45,4,2,2,有,有,有,58000,278.0,,0.0,0,,RPOQMLOJJIJFFCA27CC,25.0542013,121.5278274
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,1031014,土地0建物1車位0,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726.0,89.73,2,2,1,有,有,有,53000,591.0,,0.0,0,含管理費。,RPSQMLOJJIJFFCA67CC,25.0649087,121.5256777
內湖區,建物,臺北市內湖區民權東路六段121~150號,0.0,商,1031024,土地0建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106.0,146.07,2,2,2,有,有,有,54215,371.0,坡道平面,37.47,0,租期為11個月又18天，租金內含管理費,RPORMLOJJIJFFCA37CC,25.0691137,121.5927226
中山區,建物,臺北市中山區錦州街361~390號,0.0,住,1031008,土地0建物1車位0,一層,7.0,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,730524.0,43.92,0,0,0,無,有,無,65000,1480.0,,0.0,0,,RPQRMLOJJIJFFCA57CC,25.060485,121.540114
中山區,建物,臺北市中山區錦州街391~420號,0.0,住,1031011,土地0建物1車位0,一層,5.0,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,730110.0,74.45,0,0,0,無,無,無,58000,779.0,,0.0,0,,RPRRMLOJJIJFFCA67CC,25.0603725,121.5412233
中山區,建物,臺北市中山區錦州街391~420號,0.0,住,1031022,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,580925.0,96.09,0,0,0,無,無,無,60000,624.0,,0.0,0,,RPURMLOJJIJFFCA97CC,25.0603725,121.5412233
松山區,建物,臺北市松山區南京東路三段303巷1~30號,0.0,住,1031007,土地0建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711210.0,144.41,2,1,2,有,有,有,35000,242.0,,0.0,0,,RPSOMLOJJIJFFDA57CC,25.053564,121.546863
信義區,建物,臺北市信義區吳興街121~150號,0.0,住,1031017,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640630.0,52.2,0,0,0,無,無,無,45000,862.0,,0.0,0,,RPOPMLOJJIJFFDA27CC,25.029843,121.561479
松山區,建物,臺北市松山區民生東路五段69巷1~30號,0.0,其他,1031020,土地0建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660407.0,73.43,3,2,2,有,有,有,45206,616.0,,0.0,0,,RPXPMLOJJIJFFDA18CC,25.0587629,121.5571904
松山區,建物,臺北市松山區南京東路四段53巷11弄1~30號,0.0,住,1031015,土地0建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990105.0,106.99,2,2,2,有,有,有,57000,533.0,,0.0,0,含管理費。,RPOQMLOJJIJFFDA37CC,25.0532687,121.5510195
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,1031009,土地0建物1車位0,十二層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702.0,147.86,2,1,1,有,有,有,65088,440.0,,0.0,0,,RPPQMLOJJIJFFDA47CC,25.0336571,121.5738977
松山區,建物,臺北市松山區復興北路427巷1~30號,0.0,住,1031012,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),,鋼筋混凝土造,620628.0,89.2,0,0,0,無,無,無,38000,426.0,,0.0,0,,RPORMLOJJIJFFDA47CC,25.0634505,121.5446756
松山區,建物,臺北市松山區民權東路三段103巷1~30號,0.0,住,1031015,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,105.12,0,0,0,無,無,無,32000,304.0,,0.0,0,,RPPRMLOJJIJFFDA57CC,25.0624296,121.5450836
南港區,建物,臺北市南港區八德路四段871~900號,0.0,商,1031018,土地0建物1車位0,二層,16.0,辦公商業大樓,商業用,鋼筋混凝土造,841219.0,67.79,0,0,0,無,有,無,8500,125.0,,0.0,0,,RPQRMLOJJIJFFDA67CC,25.0511569,121.580386
中正區,建物,臺北市中正區忠孝東路一段31~60號,0.0,商,1031031,土地0建物1車位0,十二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960511.0,72.67,2,2,1,有,有,有,50000,688.0,,0.0,0,,RPUNMLOJJIJFFBA47CC,25.0445321,121.5255064
大同區,建物,臺北市大同區酒泉街10巷1~30號,0.0,商,1031031,土地0建物1車位0,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010403.0,157.25,3,2,2,有,有,有,45000,286.0,,0.0,0,,RPVNMLOJJIJFFBA57CC,25.0704996,121.5198081
萬華區,建物,臺北市萬華區中華路一段61~90號,0.0,商,1031015,土地0建物1車位0,九層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,18.78,1,0,1,有,無,有,8000,426.0,,0.0,0,,RPOOMLOJJIJFFBA96CC,25.0467143,121.5094059
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1031027,土地0建物1車位0,十七層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,90.93,2,1,1,有,有,有,63000,693.0,,0.0,0,,RPSOMLOJJIJFFBA37CC,25.048493,121.5187377
中正區,建物,臺北市中正區信義路二段151~180號,0.0,商,1031010,土地0建物1車位0,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,990818.0,195.94,3,2,2,有,有,有,90000,459.0,,0.0,0,含管理費。,RPXOMLOJJIJFFBA87CC,25.03411,121.528614
北投區,建物,臺北市北投區榮華三路1~30號,0.0,住,1031028,土地0建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960521.0,195.4,4,2,2,有,有,有,80000,409.0,,0.0,0,,RPQOMLOJJIJFFEA47CC,25.112843,121.52523
