district,type,address,land_size,purpose,date,pen,level,floor_num,build_state,use,material,complete_yr,total_size,room,hall,health,compartmented,manage,furniture,PRICE,unit_PRICE,berth,berth_size,berth_price,note,serial_num,lat,lng
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,1060108,土地0建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726.0,128.82,1,1,1,有,有,有,63000,489.0,坡道平面,39.18,0,租賃期間：1年1個月24天,RPRPMLMJKHMFFCA57CC,25.0649087,121.5256777
中山區,建物,臺北市中山區長安東路一段65巷1~30號,0.0,商,1060123,土地0建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703.0,97.44,2,1,2,有,有,有,58000,595.0,,0.0,0,,RPTPMLMJKHMFFCA77CC,25.0468527,121.5299559
中山區,建物,臺北市中山區中山北路二段151~180號,0.0,商,1060125,土地0建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,951129.0,62.47,2,1,1,有,有,有,27000,432.0,,0.0,0,,RPUPMLMJKHMFFCA87CC,25.0620063,121.5229569
中山區,建物,臺北市中山區新生北路三段56巷1~30號,0.0,商,1060119,土地0建物1車位0,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981021.0,78.0,2,1,1,有,有,有,40000,513.0,,0.0,0,,RPPQMLMJKHMFFCA47CC,25.0654686,121.5273555
內湖區,建物,臺北市內湖區康寧路三段56巷151~180號,0.0,住,1060119,土地0建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010801.0,209.49,4,2,2,有,有,有,56000,267.0,坡道平面,72.74,0,,RPQQMLMJKHMFFCA57CC,25.0673949,121.6086038
內湖區,建物,臺北市內湖區石潭路1~30號,0.0,其他,1060120,土地0建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980831.0,147.49,1,1,1,有,有,有,36000,244.0,坡道平面,32.41,0,,RPSQMLMJKHMFFCA77CC,25.063159,121.585527
內湖區,建物,臺北市內湖區南京東路六段451巷31~60號,0.0,商,1051221,土地0建物1車位0,五層,10.0,辦公商業大樓,商業用,鋼筋混凝土造,971205.0,44.44,1,1,1,有,有,有,20000,450.0,,0.0,0,,RPTQMLMJKHMFFCA87CC,25.0614954,121.587052
內湖區,建物,臺北市內湖區民權東路六段180巷121~150號,0.0,住,1060119,土地0建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000221.0,176.65,2,2,2,有,有,有,48000,272.0,坡道平面,39.58,0,,RPVQMLMJKHMFFCA08CC,25.0691137,121.5927226
中山區,建物,臺北市中山區伊通街109之1~30號,0.0,住,1060117,土地0建物2車位0,全,3.0,透天厝,,,,141.45,0,0,0,無,無,無,48000,339.0,,0.0,0,,RPXQMLMJKHMFFCA28CC,25.0535215,121.5349934
信義區,建物,臺北市信義區永吉路321巷1~30號,0.0,住,1060118,土地0建物1車位0,一層,5.0,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,740502.0,97.36,0,0,0,無,無,無,30000,308.0,,0.0,0,,RPUNMLMJKHMFFDA77CC,25.04492,121.5752274
信義區,建物,臺北市信義區基隆路二段79巷33弄1~30號,0.0,住,1060122,土地0建物2車位0,地下一層,6.0,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,780620.0,380.5100000000001,1,3,1,有,無,無,60000,158.0,,0.0,0,,RPUOMLMJKHMFFDA87CC,25.0296316,121.5597433
松山區,建物,臺北市松山區南京東路三段256巷28弄1~30號,0.0,住,1060124,土地0建物1車位0,一層,4.0,店面(店鋪),住家用,加強磚造,,93.7,4,0,2,有,無,有,46000,491.0,,0.0,0,,RPWOMLMJKHMFFDA08CC,25.0498171,121.5447709
松山區,建物,臺北市松山區民生東路五段69巷3弄1~30號,0.0,住,1060124,土地0建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680719.0,147.77,2,2,2,有,有,有,50000,338.0,,0.0,0,,RPXOMLMJKHMFFDA18CC,25.0587629,121.5571904
大同區,建物,臺北市大同區寧夏路1~30號,0.0,商,1060123,土地0建物1車位0,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001130.0,62.02,1,1,1,有,有,有,30000,484.0,,0.0,0,,RPTNMLMJKHMFFBA47CC,25.0543191,121.5149537
萬華區,建物,臺北市萬華區寶興街121~150號,0.0,住,1060124,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680521.0,79.35,2,1,1,有,無,無,13000,164.0,,0.0,0,,RPUNMLMJKHMFFBA57CC,25.0252155,121.4948481
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1060125,土地0建物1車位0,六層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,47.21,1,1,1,有,有,有,25000,530.0,,0.0,0,,RPOOMLMJKHMFFBA07CC,25.048493,121.5187377
中正區,建物,臺北市中正區中華路一段1~30號,0.0,商,1060119,土地0建物1車位0,九層,15.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,1041214.0,55.47,1,1,1,有,有,有,25000,451.0,,0.0,0,,RPPOMLMJKHMFFBA17CC,25.0475499,121.5106925
中正區,建物,臺北市中正區中華路一段1~30號,0.0,商,1060103,土地0建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214.0,77.03,2,1,1,有,有,有,43500,565.0,,0.0,0,,RPROMLMJKHMFFBA37CC,25.0475499,121.5106925
士林區,建物,臺北市士林區天母東路61~90號,0.0,商,1060107,土地0建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730501.0,171.62,3,2,2,有,有,有,68000,396.0,,0.0,0,含管理費,RPPNMLMJKHMFFEA37CC,25.118234,121.533898
士林區,建物,臺北市士林區忠誠路一段61~90號,0.0,其他,1051227,土地0建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850228.0,418.91,0,0,0,無,無,有,120750,288.0,升降平面,0.0,0,,RPRNMLMJKHMFFEA57CC,25.1038682,121.5278504
北投區,建物,臺北市士林區行義路151~180號,0.0,住,1060112,土地0建物1車位0,全,2.0,透天厝,住家用,見其他登記事項,580301.0,332.5,6,3,4,有,無,有,50000,150.0,,0.0,0,,RPTNMLMJKHMFFEA77CC,25.1242775,121.5264784
大安區,建物,臺北市大安區忠孝東路四段205巷31~60號,0.0,住,1060119,土地0建物1車位0,九層,9.0,套房(1房1廳1衛),見其他登記事項,見其他登記事項,930616.0,30.21,1,1,1,有,有,有,24000,794.0,,0.0,0,,RPWNMLMJKHMFFFA18CC,25.04312,121.5519448
中山區,建物,臺北市中山區民權東路二段31~60號,0.0,商,1051216,土地0建物1車位0,六層,12.0,辦公商業大樓,住家用,鋼筋混凝土造,740326.0,184.78,0,0,0,無,有,無,60480,327.0,,0.0,0,,RPPPMLMJKHMFFCA47DC,25.062792,121.529399
中山區,建物,臺北市中山區中山北路二段1~30號,0.0,商,1060123,土地0建物1車位0,三層,9.0,辦公商業大樓,商業用,鋼筋混凝土造,610601.0,119.0,0,0,0,無,有,無,36000,303.0,,0.0,0,,RPSPMLMJKHMFFCA77DC,25.0524875,121.522842
信義區,建物,臺北市信義區基隆路二段181~210號,0.0,商,1060109,土地0建物1車位0,十三層,21.0,辦公商業大樓,見使用執照,鋼筋混凝土造,860221.0,57.24,0,0,0,無,有,無,30000,524.0,,0.0,0,,RPWNMLMJKHMFFDA08DC,25.0249938,121.5534894
大安區,建物,臺北市大安區羅斯福路二段91~120號,0.0,商,1060124,土地0建物2車位0,五層,12.0,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,800110.0,300.96,0,0,0,無,有,無,125000,415.0,,0.0,0,,RPTNMLMJKHMFFFA97DC,25.0252854,121.5240879
文山區,建物,臺北市文山區景隆街36巷1~30號,3007.92,其他,1060124,土地0建物1車位0,二層,15.0,辦公商業大樓,商業用,鋼筋混凝土造,820410.0,1503.96,0,0,0,無,有,無,218000,145.0,,0.0,0,,RPPNMLNJKHMFFAA07CC,24.998616,121.543445
中正區,建物,臺北市中正區和平西路二段91~120號,0.0,住,1060122,土地0建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040318.0,67.34,2,1,1,有,有,無,29074,432.0,,0.0,0,,RPSNMLNJKHMFFAA37CC,25.0323642,121.5070754
文山區,建物,臺北市文山區萬美街二段31~60號,0.0,住,1060106,土地0建物1車位1,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840830.0,267.08,5,3,3,有,有,有,42000,157.0,坡道平面,52.02,0,,RPUNMLNJKHMFFAA57CC,25.0052117,121.5644151
士林區,建物,臺北市士林區志成街22巷1~30號,0.0,住,1060101,土地0建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760714.0,126.09,3,2,2,有,無,無,31000,246.0,,0.0,0,,RPWOMLNJKHMFFEA28CC,25.0972721,121.5308944
中正區,建物,臺北市中正區杭州南路一段71巷1~30號,0.0,住,1060111,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,,74.28,2,1,2,有,無,無,50000,673.0,,0.0,0,,RPPNMLNJKHMFFBA17CC,25.0397176,121.5261387
大同區,建物,臺北市大同區太原路61~90號,0.0,商,1060115,土地0建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971211.0,137.35000000000002,3,2,1,有,有,有,53700,391.0,,0.0,0,,RPVNMLNJKHMFFBA77CC,25.0513873,121.5155936
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1060115,土地0建物1車位0,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,79.91,2,2,1,有,有,有,35000,438.0,,0.0,0,,RPWNMLNJKHMFFBA87CC,25.048493,121.5187377
信義區,建物,臺北市信義區忠孝東路五段345巷1~30號,0.0,商,1060120,土地0建物1車位0,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961115.0,109.24,1,1,1,有,有,有,65000,595.0,,0.0,0,,RPSNMLNJKHMFFDA67CC,25.04251,121.578983
信義區,房地(土地+建物),臺北市信義區吳興街284巷1~30號,27.37,住,1060101,土地1建物1車位0,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791212.0,140.09,3,2,2,有,無,無,40000,286.0,,0.0,0,,RPTNMLNJKHMFFDA77CC,25.0262659,121.5642719
信義區,建物,臺北市信義區福德街300巷31~60號,0.0,住,1060125,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,123.55,4,2,1,有,無,無,22000,178.0,,0.0,0,,RPXNMLNJKHMFFDA18CC,25.0404916,121.5865751
南港區,建物,臺北市南港區東明街31~60號,0.0,住,1060202,土地0建物1車位0,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971110.0,80.6,2,2,1,有,有,無,32000,397.0,,0.0,0,,RPTOMLNJKHMFFDA87CC,25.0561803,121.6046533
中山區,建物,臺北市中山區建國北路一段31~60號,0.0,商,1060123,土地0建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913.0,72.3,2,1,1,有,有,有,32300,447.0,,0.0,0,,RPUNMLNJKHMFFCA77CC,25.0478385,121.5393649
中山區,建物,臺北市中山區長安東路二段91~120號,0.0,商,1060126,土地0建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001229.0,252.4,3,1,2,有,有,有,81000,321.0,坡道平面,46.5,0,,RPVNMLNJKHMFFCA87CC,25.048653,121.530522
中山區,建物,臺北市中山區南京東路二段91~120號,0.0,其他,1060124,土地0建物1車位0,五層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917.0,81.9,1,1,1,有,有,有,42000,513.0,,0.0,0,,RPWNMLNJKHMFFCA97CC,25.0522884,121.5321795
中山區,建物,臺北市中山區中山北路一段83巷31~60號,0.0,商,1060125,土地0建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314.0,133.0,2,1,2,有,有,有,50000,376.0,,0.0,0,,RPOOMLNJKHMFFCA27CC,25.0500556,121.5243798
中山區,建物,臺北市中山區新生北路二段61~90號,0.0,商,1060106,土地0建物1車位0,四層,12.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,970925.0,31.05,1,1,1,有,有,有,17000,548.0,,0.0,0,租金含管理費。,RPPOMLNJKHMFFCA37CC,25.0613244,121.5296175
中山區,建物,臺北市中山區新生北路二段61~90號,0.0,商,1060108,土地0建物1車位0,八層,12.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,970925.0,31.05,1,1,1,有,有,有,16500,531.0,,0.0,0,租金含管理費。,RPROMLNJKHMFFCA57CC,25.0613244,121.5296175
中山區,車位,臺北市中山區中山北路一段83巷31~60號,0.0,商,1060125,土地0建物0車位1,,,其他,,,,40.56,0,0,0,有,有,無,5000,,坡道平面,40.56,5000,,RPTOMLNJKHMFFCA77CC,25.0500556,121.5243798
內湖區,房地(土地+建物),臺北市內湖區陽光街345巷1~30號,224.79,工,1060112,土地1建物1車位0,四層,9.0,廠辦,工業用,鋼筋混凝土造,901212.0,224.79,0,0,0,無,有,無,72000,320.0,,0.0,0,,RPOPMLNJKHMFFCA37CC,25.0733149,121.578486
內湖區,房地(土地+建物),臺北市內湖區瑞光路548巷41弄1~30號,1863.93,工,1060116,土地3建物3車位0,一層,10.0,廠辦,商業用,鋼筋混凝土造,950713.0,1863.93,0,0,0,無,有,無,789376,424.0,,0.0,0,,RPRPMLNJKHMFFCA67CC,25.0715471,121.579729
內湖區,建物,臺北市內湖區內湖路一段323巷4弄1~30號,0.0,商,1060123,土地0建物1車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670420.0,23.14,1,0,1,有,無,有,13000,562.0,,0.0,0,,RPSPMLNJKHMFFCA77CC,25.0828556,121.5679069
內湖區,房地(土地+建物),臺北市內湖區南京東路六段451~480號,160.43,工,1060120,土地1建物1車位0,三層,9.0,廠辦,商業用,鋼筋混凝土造,980318.0,160.43,0,0,0,無,有,無,39000,243.0,,0.0,0,,RPTPMLNJKHMFFCA87CC,25.0603116,121.5881344
大同區,建物,臺北市大同區南京西路61~90號,0.0,商,1060121,土地0建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205.0,126.54,3,1,2,有,有,有,65000,514.0,,0.0,0,,RPQNMLOJKHMFFBA37CC,25.0530963,121.5191378
文山區,建物,臺北市文山區秀明路二段151~180號,0.0,住,1060204,土地0建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960329.0,230.12,4,2,3,有,有,有,47000,204.0,坡道平面,37.3,0,"第一個月租金4.7萬元,第二至六個月租金4.6萬元。",RPPNMLOJKHMFFAA17CC,24.9912439,121.5776893
松山區,建物,臺北市松山區八德路三段158巷61~90號,0.0,,1060125,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.85,3,2,2,有,無,有,19000,216.0,,0.0,0,,RPPNMLPJKHMFFDA57CC,25.0476989,121.5549601
信義區,建物,臺北市信義區基隆路二段1~30號,0.0,商,1060116,土地0建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690421.0,102.01,3,2,2,有,有,有,28000,274.0,,0.0,0,,RPUNMLQJKHMFFDA18CC,25.0301016,121.5585313
信義區,建物,臺北市信義區基隆路一段121~150號,0.0,住,1060116,土地0建物1車位0,十二層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802.0,51.88,2,1,2,有,有,有,45000,867.0,,0.0,0,,RPOPMLQJKHMFFDA77CC,25.0447812,121.5669716
松山區,建物,臺北市松山區臺北市松山區南京東路五段151~180號,0.0,商,1060106,土地0建物1車位0,一層,16.0,店面(店鋪),商業用,鋼骨混凝土造,830310.0,79.34,0,0,0,無,有,無,126000,1588.0,,0.0,0,,RPSPMLQJKHMFFDA18CC,25.051652,121.564802
松山區,建物,臺北市松山區八德路四段631~660號,0.0,商,1051229,土地0建物1車位0,七層,13.0,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,951110.0,34.63,1,1,1,有,有,有,19000,549.0,,0.0,0,,RPQQMLQJKHMFFDA08CC,25.0501957,121.5750038
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1060120,土地0建物1車位0,十一層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,92.41,2,2,1,有,有,有,65600,710.0,,0.0,0,租金含第四台費、網路費、管理費及健身房費用。,RPWNMLQJKHMFFBA18CC,25.048493,121.5187377
大同區,房地(土地+建物),臺北市大同區鄭州路91~120號,17.68,商,1060125,土地1建物1車位0,二層,17.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,780620.0,132.55,4,2,2,有,有,無,36000,272.0,,0.0,0,,RPUOMLQJKHMFFBA08CC,25.0499743,121.5123566
中正區,建物,臺北市中正區博愛路61~90號,0.0,商,1051231,土地0建物1車位0,六層,11.0,辦公商業大樓,商業用,鋼筋混凝土造,680115.0,119.0,0,0,0,無,有,無,50000,420.0,,0.0,0,本租案僅承租本戶部分面積約119平方公尺,RPVOMLQJKHMFFBA18CC,25.044276,121.511631
萬華區,建物,臺北市萬華區西寧南路31~60號,0.0,商,1060123,土地0建物1車位0,一層,13.0,店面(店鋪),商業用,鋼筋混凝土造,791004.0,195.9,0,0,0,無,有,無,190000,970.0,,0.0,0,,RPXOMLQJKHMFFBA38CC,25.0477199,121.5075568
