district,type,address,land_size,purpose,date,pen,level,floor_num,build_state,use,material,complete_yr,total_size,room,hall,health,compartmented,manage,furniture,PRICE,unit_PRICE,berth,berth_size,berth_price,note,serial_num,lat,lng
信義區,房地(土地+建物),臺北市信義區吳興街364巷1~30號,18.76,住,1040110,土地1建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700306.0,66.16,2,1,1,有,無,無,16000,242.0,,0.0,0,,RPPNMLLJKHKFFDA96CC,25.02768,121.563734
信義區,建物,臺北市信義區基隆路一段391~420號,0.0,商,1040115,土地0建物1車位0,十一層,13.0,辦公商業大樓,見其他登記事項,鋼筋混凝土造,960816.0,55.58,0,1,1,有,有,有,30000,540.0,,0.0,0,,RPUNMLMJKHKFFDA57CC,25.0478566,121.5687426
南港區,建物,臺北市南港區忠孝東路七段601~630號,0.0,商,1040130,土地0建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710630.0,135.94,0,0,0,無,無,無,28000,206.0,,0.0,0,,RPROMLMJKHKFFDA37CC,25.0532678,121.614887
松山區,建物,臺北市松山區南京東路四段75巷14弄1~30號,31.5,商,1040119,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630502.0,90.45,0,0,0,無,無,無,40000,442.0,,0.0,0,自104年1月20日起至同年月31日為租金裝潢期.租金起算日為104年2月1日.104年2月1日起至106年1月31日每月應繳租金新台幣4萬元整.自106年2月1日起至107年1月31日每月應繳租金新台幣4.1萬元整.,RPTOMLMJKHKFFDA57CC,25.0521791,121.5534999
松山區,建物,臺北市松山區敦化北路155巷61~90號,0.0,住,1040130,土地0建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730210.0,169.54999999999995,2,1,1,有,有,有,55000,324.0,,0.0,0,,RPVOMLMJKHKFFDA77CC,25.0542613,121.5512325
萬華區,建物,臺北市萬華區西寧南路61~90號,0.0,商,1040130,土地0建物2車位0,見其他登記事項,4.0,店面(店鋪),,加強磚造,,796.38,0,0,0,無,無,無,568182,713.0,,0.0,0,,RPVNMLMJKHKFFBA47CC,25.0465657,121.5070389
大同區,建物,臺北市大同區迪化街二段211~240號,0.0,住,1040105,土地0建物1車位0,一層,7.0,店面(店鋪),見使用執照,鋼筋混凝土造,700131.0,96.24,0,1,1,有,無,無,20000,208.0,,0.0,0,,RPOOMLMJKHKFFBA86CC,25.0699541,121.5115649
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1040115,土地0建物1車位0,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,79.91,2,2,1,有,有,有,35000,438.0,,0.0,0,,RPROMLMJKHKFFBA17CC,25.048493,121.5187377
萬華區,建物,臺北市萬華區柳州街61~90號,0.0,商,1040119,土地0建物3車位0,見使用執照,19.0,店面(店鋪),見其他登記事項,鋼筋混凝土造,1030805.0,306.94,3,1,3,有,有,無,120000,391.0,,0.0,0,,RPTOMLMJKHKFFBA37CC,25.0375322,121.5051786
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,1040120,土地0建物1車位0,十一層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724.0,92.41,2,2,1,有,有,有,65600,710.0,,0.0,0,含管理費,RPUOMLMJKHKFFBA47CC,25.048493,121.5187377
大同區,建物,臺北市大同區南京西路25巷31~60號,0.0,商,1040113,土地0建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970626.0,107.85,2,1,1,有,無,有,38000,352.0,,0.0,0,,RPSPMLMJKHKFFBA37CC,25.0568399,121.5204985
士林區,建物,臺北市士林區文林路481~510號,0.0,商,1040117,土地0建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423.0,183.22,3,2,2,有,有,有,85000,464.0,,0.0,0,含管理費,RPPOMLMJKHKFFEA27CC,25.0961227,121.5242219
士林區,建物,臺北市士林區天母西路50巷1~30號,0.0,住,1040117,土地0建物1車位0,九層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850503.0,163.0,4,2,2,有,有,有,64000,393.0,,0.0,0,,RPROMLMJKHKFFEA47CC,25.117778,121.525689
士林區,建物,臺北市士林區中正路121~150號,0.0,住,1040201,土地0建物1車位0,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860317.0,145.20000000000005,3,2,2,有,有,有,45000,310.0,,0.0,0,,RPSOMLMJKHKFFEA57CC,25.095755,121.5280542
士林區,建物,臺北市士林區故宮路34巷1~30號,0.0,住,1040120,土地0建物1車位0,一層,2.0,公寓(5樓含以下無電梯),住家用,加強磚造,590907.0,205.14,5,2,3,有,無,無,20000,97.0,,0.0,0,,RPUOMLMJKHKFFEA77CC,25.0964941,121.546705
北投區,建物,臺北市北投區榮華一路1~30號,0.0,住,1040110,土地0建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770726.0,125.25,3,2,2,有,有,有,50000,399.0,,0.0,0,,RPVOMLMJKHKFFEA87CC,25.1123577,121.5240339
中山區,建物,臺北市中山區農安街166巷1~30號,0.0,住,1040130,土地0建物1車位0,一層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680815.0,108.75,0,1,1,有,無,有,50000,460.0,,0.0,0,,RPWNMLMJKHKFFCA67CC,25.0645039,121.5339444
中山區,房地(土地+建物),臺北市中山區民生東路一段1~30號,24.0,商,1040115,土地1建物1車位0,全,3.0,透天厝,,加強磚造,,56.01,0,0,0,無,無,無,50000,893.0,,0.0,0,"租賃標的物為1-3樓透天厝,承租人僅承租一樓面積",RPROMLMJKHKFFCA27CC,25.0582153,121.524294
